First,Last,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt
Shuya,Kamikubo,Stealth,"5' 5\"",135 lbs.,"68.0\"",Switch,13.0,1.0,1.0,
Martin,Kampmann,The Hitman,"6' 0\"",170 lbs.,"72.0\"",Orthodox,20.0,7.0,0.0,
Koya,Kanda,Bushido,"5' 9\"",145 lbs.,"75.0\"",Southpaw,12.0,4.0,0.0,
Bharat,Kandare,Daring,"5' 7\"",135 lbs.,"72.0\"",Orthodox,5.0,3.0,0.0,
Hiromitsu,Kanehara,,"5' 10\"",200 lbs.,--,Orthodox,19.0,27.0,5.0,
Masanori,Kanehara,,"5' 7\"",135 lbs.,"67.0\"",Orthodox,26.0,12.0,5.0,
Ken,Kaneko,,"6' 0\"",161 lbs.,--,Orthodox,0.0,3.0,0.0,
Denis,Kang,,"5' 11\"",185 lbs.,"77.0\"",Orthodox,35.0,16.0,2.0,
Kyung Ho,Kang,Mr. Perfect,"5' 9\"",135 lbs.,"73.0\"",Orthodox,19.0,9.0,0.0,
Manel,Kape,StarBoy,"5' 5\"",125 lbs.,"68.0\"",Southpaw,18.0,6.0,0.0,
David,Kaplan,Diamond,"5' 7\"",155 lbs.,--,Orthodox,3.0,4.0,0.0,
Kai,Kara-France,Don't Blink,"5' 4\"",125 lbs.,"69.0\"",Orthodox,24.0,11.0,0.0,
Georgi,Karakhanyan,Insane,"5' 8\"",145 lbs.,--,,26.0,7.0,1.0,
Alex,Karalexis,The Assassin,"5' 8\"",155 lbs.,"66.0\"",Orthodox,10.0,6.0,0.0,
Ernesta,Kareckaite,,--,125 lbs.,--,,4.0,0.0,1.0,
Impa,Kasanganay,Tshilobo,"5' 11\"",170 lbs.,"75.0\"",Orthodox,9.0,2.0,0.0,
Jinnosuke,Kashimura,,"5' 7\"",155 lbs.,"71.0\"",Southpaw,4.0,2.0,0.0,
Nadia,Kassem,,"5' 5\"",125 lbs.,"66.0\"",Southpaw,5.0,2.0,0.0,
Yusuke,Kasuya,,"5' 7\"",155 lbs.,--,Southpaw,9.0,3.0,0.0,
Tetsuji,Kato,,--,155 lbs.,--,Orthodox,20.0,10.0,0.0,
Hisaki,Kato,,"6' 0\"",185 lbs.,--,,8.0,2.0,0.0,
Brad,Katona,,"5' 6\"",135 lbs.,"64.0\"",Orthodox,8.0,2.0,0.0,
Calvin,Kattar,,"5' 11\"",145 lbs.,"72.0\"",Orthodox,23.0,7.0,0.0,
Sarah,Kaufman,,"5' 5\"",135 lbs.,"66.0\"",Orthodox,18.0,4.0,0.0,
Yusuke,Kawaguchi,,"6' 0\"",255 lbs.,--,,18.0,12.0,0.0,
Canaan,Kawaihae,,"6' 0\"",145 lbs.,"71.0\"",Southpaw,6.0,2.0,0.0,
Tatsuya,Kawajiri,Crusher,"5' 7\"",145 lbs.,"69.0\"",Orthodox,36.0,11.0,2.0,
Ryo,Kawamura,,"5' 11\"",205 lbs.,--,Orthodox,18.0,9.0,4.0,
Doug,Kay,,--,--,--,,0.0,0.0,0.0,
Toshiomi,Kazama,,"5' 7\"",135 lbs.,"69.0\"",Orthodox,10.0,3.0,0.0,
Julie,Kedzie,,"5' 5\"",135 lbs.,--,Orthodox,16.0,13.0,0.0,
Ryan,Keenan,,"5' 10\"",170 lbs.,--,,6.0,2.0,0.0,
CJ,Keith,,"6' 0\"",155 lbs.,--,Orthodox,8.0,4.0,0.0,
Chris,Kelades,The Greek Assassin,"5' 7\"",125 lbs.,"68.0\"",Orthodox,9.0,3.0,0.0,
Brian,Kelleher,Boom,"5' 6\"",135 lbs.,"66.0\"",Switch,24.0,14.0,0.0,
Mayana,Kellem,,"5' 5\"",135 lbs.,--,Orthodox,7.0,1.0,0.0,
Tony,Kelley,Primetime,"5' 9\"",135 lbs.,"70.0\"",Switch,8.0,3.0,0.0,
Paul,Kelly,,"5' 9\"",155 lbs.,"70.0\"",Orthodox,14.0,5.0,0.0,
John,Kelly,,"5' 9\"",170 lbs.,--,,5.0,4.0,0.0,
Daniel,Kelly,,"6' 0\"",185 lbs.,"70.0\"",Southpaw,13.0,4.0,0.0,
Tim,Kennedy,,"5' 11\"",185 lbs.,"74.0\"",Orthodox,18.0,6.0,0.0,
Steve,Kennedy,The Steamrolla,"5' 11\"",170 lbs.,--,Orthodox,24.0,8.0,0.0,
Jeremy,Kennedy,JBC,"5' 11\"",145 lbs.,"71.0\"",Orthodox,11.0,1.0,0.0,
Waylon,Kennell,,"6' 0\"",185 lbs.,--,,6.0,2.0,0.0,
Casey,Kenney,,"5' 7\"",135 lbs.,"68.0\"",Southpaw,16.0,4.0,1.0,
Maimaitituoheti,Keremuaili,Kyrgyz Mountain Eagle,"5' 6\"",135 lbs.,"66.0\"",Orthodox,26.0,11.0,0.0,
Aurelijus,Kerpe,,--,--,--,Orthodox,11.0,22.0,0.0,
Mark,Kerr,The Smashing Machine,"6' 3\"",266 lbs.,--,Switch,15.0,11.0,0.0,
Will,Kerr,,"5' 10\"",155 lbs.,"69.0\"",Orthodox,9.0,3.0,0.0,
Ron,Keslar,,--,185 lbs.,--,,11.0,9.0,0.0,
Rustam,Khabilov,Tiger,"5' 8\"",155 lbs.,"73.0\"",Orthodox,24.0,4.0,0.0,
Adam,Khaliev,,"6' 0\"",170 lbs.,--,Orthodox,6.0,0.0,0.0,
Sergey,Khandozhko,Honda,"6' 1\"",170 lbs.,"74.0\"",Orthodox,28.0,6.0,1.0,
Sergei,Kharitonov,,"6' 0\"",245 lbs.,--,Orthodox,26.0,6.0,0.0,
Alfred,Khashakyan,The Fearless,"5' 8\"",135 lbs.,"70.0\"",Orthodox,8.0,3.0,0.0,
Aliaskhab,Khizriev,Black Wolf,"5' 9\"",185 lbs.,"74.0\"",Southpaw,14.0,0.0,0.0,
WonBin,Ki,The Danger,"5' 11\"",155 lbs.,"73.0\"",Orthodox,17.0,9.0,0.0,
Pannie,Kianzad,Banzai,"5' 7\"",135 lbs.,"66.0\"",Orthodox,17.0,7.0,0.0,
Akira,Kikuchi,,"5' 8\"",155 lbs.,--,Orthodox,16.0,4.0,0.0,
Katsunori,Kikuno,,"5' 8\"",145 lbs.,"66.0\"",Orthodox,24.0,8.0,2.0,
Sanae,Kikuta,,"5' 9\"",200 lbs.,--,Orthodox,31.0,9.0,3.0,
Jacob,Kilburn,The Killer,"5' 9\"",145 lbs.,"72.0\"",Orthodox,8.0,4.0,0.0,
Dong Hyun,Kim,Stun Gun,"6' 2\"",170 lbs.,"76.0\"",Southpaw,22.0,4.0,1.0,
Jin Oh,Kim,,"5' 9\"",205 lbs.,--,Orthodox,0.0,4.0,0.0,
Dae Won,Kim,,"5' 11\"",180 lbs.,--,Orthodox,11.0,7.0,0.0,
Jong Wang,Kim,,"6' 1\"",240 lbs.,--,,13.0,23.0,0.0,
Jong Won,Kim,,"5' 7\"",139 lbs.,--,Orthodox,0.0,1.0,0.0,
Min Soo,Kim,,"6' 1\"",255 lbs.,--,Southpaw,3.0,7.0,0.0,
Jong Man,Kim,Special Force,"5' 7\"",139 lbs.,--,Orthodox,23.0,11.0,3.0,
Ji Yeon,Kim,Firefist,"5' 7\"",125 lbs.,"72.0\"",Orthodox,9.0,7.0,2.0,
MinWoo,Kim,Korean MOAI,"5' 8\"",135 lbs.,"72.0\"",Orthodox,10.0,2.0,0.0,
HanSeul,Kim,Spade,"6' 1\"",170 lbs.,"74.0\"",Southpaw,13.0,5.0,0.0,
KyeungPyo,Kim,Redhorse,"5' 9\"",155 lbs.,"71.0\"",Orthodox,11.0,4.0,0.0,
Sangwook,Kim,Frogman,"6' 0\"",155 lbs.,"72.0\"",Orthodox,8.0,2.0,0.0,
SangWon,Kim,No Problem,"5' 9\"",145 lbs.,"69.0\"",Orthodox,10.0,5.0,1.0,
Jeremy,Kimball,,"6' 0\"",205 lbs.,"72.0\"",Switch,15.0,8.0,0.0,
Rob,Kimmons,The Rosedale Reaper,"5' 10\"",185 lbs.,"73.0\"",Orthodox,25.0,9.0,0.0,
Dustin,Kimura,The Diamond,"5' 7\"",135 lbs.,"71.0\"",Orthodox,11.0,3.0,0.0,
Taiei,Kin,,"5' 11\"",185 lbs.,--,Orthodox,6.0,3.0,0.0,
Mike,King,,"6' 3\"",185 lbs.,--,,5.0,1.0,0.0,
Kyle,Kingsbury,Kingsbu,"6' 4\"",205 lbs.,"79.0\"",Orthodox,11.0,6.0,0.0,
Yusaku,Kinoshita,,"6' 0\"",170 lbs.,"71.0\"",Southpaw,6.0,2.0,0.0,
Kamuela,Kirk,The Jawaiian,"5' 10\"",155 lbs.,"75.0\"",Switch,12.0,6.0,0.0,
Yurij,Kiseliov,Playboy,"5' 8\"",185 lbs.,--,Orthodox,5.0,4.0,0.0,
Justine,Kish,,"5' 5\"",125 lbs.,"64.0\"",Orthodox,7.0,4.0,0.0,
Koji,Kitao,,"6' 7\"",350 lbs.,--,Southpaw,1.0,2.0,0.0,
Satoru,Kitaoka,,"5' 6\"",154 lbs.,--,,40.0,14.0,9.0,
Top Noi,Kiwram,,"5' 5\"",125 lbs.,"67.0\"",Southpaw,9.0,5.0,0.0,
Ludovit,Klein,Mr. Highlight,"5' 7\"",155 lbs.,"72.0\"",Southpaw,19.0,4.0,1.0,
Seth,Kleinbeck,Mass Destruction,"6' 2\"",185 lbs.,--,,8.0,4.0,0.0,
Stefan,Klever,,--,185 lbs.,--,Orthodox,6.0,1.0,0.0,
Felix,Klinkhammer,,"6' 0\"",170 lbs.,--,,7.0,0.0,0.0,
Drakkar,Klose,,"5' 9\"",155 lbs.,"70.0\"",Orthodox,13.0,2.0,1.0,
Michael,Knaap,Hammer,"6' 2\"",220 lbs.,--,Orthodox,18.0,22.0,3.0,
Kevin,Knabjian,,"5' 10\"",170 lbs.,--,Orthodox,12.0,7.0,1.0,
Jason,Knight,The Kid,"5' 10\"",145 lbs.,"71.0\"",Orthodox,20.0,5.0,0.0,
William,Knight,Knightmare,"5' 10\"",205 lbs.,"73.0\"",Orthodox,11.0,5.0,0.0,
Josefine,Knutsson,Thunder,"5' 3\"",115 lbs.,"61.0\"",Orthodox,4.0,0.0,0.0,
Isao,Kobayashi,,"5' 8\"",145 lbs.,--,,21.0,4.0,4.0,
Kelly,Kobold,Blood Red,"5' 6\"",135 lbs.,--,Orthodox,19.0,3.0,1.0,
Erik,Koch,Phoenix,"5' 10\"",170 lbs.,"71.0\"",Southpaw,16.0,6.0,0.0,
Sokun,Koh,,"6' 1\"",205 lbs.,--,,4.0,1.0,0.0,
Shingo,Kohara,,"5' 6\"",135 lbs.,--,,1.0,0.0,0.0,
Brad,Kohler,,"5' 9\"",220 lbs.,--,Orthodox,12.0,15.0,0.0,
Charlie,Kohler,,"5' 9\"",155 lbs.,--,Orthodox,8.0,4.0,1.0,
Tsuyoshi,Kohsaka,TK,"5' 11\"",225 lbs.,--,Orthodox,27.0,19.0,2.0,
Kaloyan,Kolev,,"6' 2\"",205 lbs.,"73.0\"",Orthodox,10.0,1.0,0.0,
John,Kolosci,,"5' 11\"",185 lbs.,--,Orthodox,15.0,9.0,0.0,
Yuki,Kondo,,"5' 11\"",183 lbs.,--,Southpaw,60.0,33.0,9.0,
Syuri,Kondo,,"5' 4\"",115 lbs.,"66.0\"",Orthodox,6.0,3.0,0.0,
Cheick,Kongo,,"6' 4\"",240 lbs.,"82.0\"",Orthodox,27.0,10.0,2.0,
Andrei,Kopylov,,"6' 2\"",265 lbs.,--,Orthodox,6.0,11.0,0.0,
Roman,Kopylov,,"6' 0\"",185 lbs.,"75.0\"",Southpaw,10.0,2.0,0.0,
Bruno,Korea,,"5' 6\"",135 lbs.,"65.0\"",,7.0,3.0,0.0,
Andrey,Koreshkov,Spartan,"6' 0\"",170 lbs.,--,,19.0,2.0,0.0,
Josh,Koscheck,,"5' 10\"",170 lbs.,"73.0\"",Orthodox,17.0,11.0,0.0,
Steven,Koslow,Obi Won Shinobi The Pillow,"5' 7\"",125 lbs.,"69.0\"",Switch,6.0,1.0,0.0,
Naoyuki,Kotani,,"5' 8\"",155 lbs.,"66.0\"",Southpaw,34.0,14.0,7.0,
Ilya,Kotau,,--,170 lbs.,--,,1.0,2.0,0.0,
Iouri,Kotchkine,,"6' 2\"",235 lbs.,--,Orthodox,7.0,4.0,1.0,
Matt,Kovacs,300,"6' 0\"",244 lbs.,--,Orthodox,12.0,16.0,0.0,
Marcus,Kowal,,--,135 lbs.,--,,3.0,1.0,1.0,
Karolina,Kowalkiewicz,,"5' 3\"",115 lbs.,"64.0\"",Orthodox,15.0,7.0,0.0,
Steve,Kozola,,--,155 lbs.,--,,8.0,0.0,0.0,
Derrick,Krantz,D-Rock,"5' 10\"",170 lbs.,"72.0\"",Orthodox,22.0,12.0,0.0,
James,Krause,The,"6' 2\"",170 lbs.,"73.0\"",Orthodox,28.0,9.0,0.0,
Pascal,Krauss,Panzer,"6' 1\"",170 lbs.,--,Orthodox,11.0,2.0,0.0,
Rene,Kronvold,,"5' 8\"",170 lbs.,--,Orthodox,5.0,1.0,0.0,
Kaynan,Kruschewsky,Bahia,--,155 lbs.,--,,14.0,1.0,0.0,
Jorgen,Kruth,The Last Viking,"6' 2\"",205 lbs.,--,,5.0,0.0,0.0,
Nikita,Krylov,The Miner,"6' 3\"",205 lbs.,"77.0\"",Orthodox,30.0,9.0,0.0,
Mariusz,Ksiazkiewicz,The Iron Pol,"6' 3\"",185 lbs.,"75.0\"",Southpaw,8.0,1.0,0.0,
Junya,Kudo,,--,135 lbs.,--,Orthodox,10.0,7.0,2.0,
John,Kuhner,,--,170 lbs.,--,,1.0,2.0,0.0,
Michael,Kuiper,,"6' 0\"",185 lbs.,"73.0\"",Orthodox,15.0,5.0,0.0,
Anton,Kuivanen,,"5' 8\"",155 lbs.,"72.0\"",Orthodox,24.0,10.0,0.0,
Maiju,Kujala,,--,135 lbs.,--,,6.0,3.0,0.0,
Sumit,Kumar,The Indian Kid,"5' 5\"",125 lbs.,"66.0\"",Orthodox,8.0,1.0,0.0,
Aleksei,Kunchenko,,"5' 8\"",170 lbs.,"70.0\"",Orthodox,20.0,2.0,0.0,
Rizvan,Kuniev,,"6' 4\"",240 lbs.,"76.0\"",Orthodox,11.0,2.0,1.0,
Keigo,Kunihara,,"6' 0\"",235 lbs.,--,Orthodox,3.0,2.0,0.0,
Kiichi,Kunimoto,Strasser,"5' 10\"",170 lbs.,"71.0\"",Orthodox,18.0,7.0,2.0,
Leo,Kuntz,The Lion,"5' 10\"",155 lbs.,--,Orthodox,18.0,4.0,1.0,
Korey,Kuppe,,"6' 5\"",170 lbs.,"77.0\"",Switch,8.0,4.0,0.0,
Ramazan,Kuramagomedov,,"6' 1\"",170 lbs.,"73.0\"",Orthodox,8.0,0.0,0.0,
Tsuyoshi,Kurihara,,"5' 10\"",185 lbs.,--,Orthodox,10.0,8.0,2.0,
Eldari,Kurtanidze,,"5' 6\"",235 lbs.,--,Orthodox,0.0,1.0,0.0,
Kyle,Kurtz,,--,170 lbs.,--,,7.0,5.0,0.0,
Guram,Kutateladze,Georgian Viking,"5' 11\"",155 lbs.,"72.0\"",Orthodox,12.0,4.0,0.0,
Lina,Kvokov,,"5' 9\"",135 lbs.,--,Orthodox,0.0,3.0,0.0,
Kaleo,Kwan,Leo Boy,"5' 7\"",155 lbs.,--,,11.0,16.0,0.0,
Jarrod,Kwitty,,"5' 8\"",185 lbs.,--,,2.0,2.0,0.0,
Mike,Kyle,MAK,"6' 4\"",205 lbs.,"77.0\"",Orthodox,22.0,14.0,1.0,
Achmed,Labasanov,,"6' 3\"",215 lbs.,--,Orthodox,7.0,4.0,0.0,
Josh,LaBerge,,"5' 10\"",145 lbs.,--,,11.0,6.0,0.0,
Jeremiah,Labiano,The Kid,"5' 10\"",135 lbs.,--,,11.0,5.0,0.0,
Daniel,Lacerda,Miojo,"5' 6\"",125 lbs.,"70.0\"",Switch,11.0,5.0,0.0,
Luan,Lacerda,,"5' 7\"",135 lbs.,"71.0\"",Orthodox,12.0,3.0,0.0,
Kemran,Lachinov,,--,170 lbs.,--,,3.0,2.0,0.0,
Aspen,Ladd,,"5' 6\"",135 lbs.,"66.0\"",Orthodox,9.0,3.0,0.0,
Ryan,LaFlare,,"6' 1\"",170 lbs.,"74.0\"",Southpaw,14.0,3.0,0.0,
Corinne,Laframboise,,--,125 lbs.,--,,8.0,4.0,0.0,
Ben,Lagman,Bad News,"6' 2\"",185 lbs.,--,,6.0,5.0,0.0,
Noad,Lahat,Neo,"5' 9\"",145 lbs.,"69.0\"",Orthodox,11.0,2.0,0.0,
Tina,Lahdemaki,Jelly Bean,"5' 2\"",115 lbs.,--,Orthodox,5.0,1.0,0.0,
Yohan,Lainesse,White Lion,"6' 1\"",170 lbs.,"76.0\"",Orthodox,9.0,2.0,0.0,
Tim,Lajcik,The Bohemian,"6' 1\"",225 lbs.,--,Orthodox,7.0,6.0,1.0,
Todd,Lally,,"5' 7\"",145 lbs.,--,Orthodox,2.0,1.0,0.0,
Sean,Lally,The Unpredictable One,"6' 0\"",170 lbs.,--,Orthodox,7.0,3.0,0.0,
Ricardo,Lamas,The Bully,"5' 8\"",145 lbs.,"71.0\"",Orthodox,20.0,8.0,0.0,
Jason,Lambert,The Punisher,"6' 3\"",185 lbs.,"75.0\"",Orthodox,26.0,13.0,0.0,
Jose,Landi-Jons,Pele,"5' 11\"",170 lbs.,--,Orthodox,29.0,16.0,0.0,
Nate,Landwehr,The Train,"5' 9\"",145 lbs.,"72.0\"",Orthodox,17.0,5.0,0.0,
Austen,Lane,,"6' 6\"",245 lbs.,"80.0\"",Orthodox,12.0,3.0,0.0,
Aaron,Lanfranco,,--,155 lbs.,--,,5.0,1.0,0.0,
Jeremy,Lang,,"5' 11\"",205 lbs.,--,Southpaw,21.0,2.0,0.0,
Lionel,Lanham,,--,205 lbs.,--,,5.0,1.0,0.0,
Lina,Lansberg,Elbow Queen,"5' 7\"",135 lbs.,"65.0\"",Orthodox,10.0,8.0,0.0,
Taylor,Lapilus,Double Impact,"5' 6\"",135 lbs.,"73.0\"",Southpaw,18.0,3.0,0.0,
Chad,Laprise,The Disciple,"5' 10\"",170 lbs.,"71.0\"",Orthodox,13.0,4.0,0.0,
Anthony,Lapsley,The Recipe,"5' 9\"",170 lbs.,--,Southpaw,23.0,7.0,0.0,
TJ,Laramie,,"5' 6\"",145 lbs.,"66.0\"",Orthodox,12.0,5.0,0.0,
Icho,Larenas,,"6' 3\"",235 lbs.,--,Orthodox,6.0,5.0,0.0,
Lorenz,Larkin,The Monsoon,"5' 11\"",170 lbs.,"72.0\"",Orthodox,18.0,6.0,0.0,
Jeremy,Larsen,,"5' 10\"",145 lbs.,"70.0\"",Orthodox,8.0,5.0,0.0,
Brock,Larson,,"5' 11\"",170 lbs.,"71.0\"",Southpaw,42.0,10.0,0.0,
Ryan,Larson,,--,170 lbs.,--,,6.0,2.0,0.0,
Bobby,Lashley,,"6' 3\"",255 lbs.,"78.0\"",Orthodox,15.0,2.0,0.0,
Ilir,Latifi,The Sledgehammer,"5' 10\"",230 lbs.,"73.0\"",Orthodox,17.0,9.0,0.0,
Sione,Latu,,"6' 0\"",215 lbs.,--,,1.0,0.0,0.0,
Jenel,Lausa,,"5' 5\"",125 lbs.,"68.0\"",Orthodox,7.0,5.0,0.0,
Joe,Lauzon,,"5' 10\"",155 lbs.,"71.0\"",Orthodox,28.0,16.0,0.0,
Dan,Lauzon,The Upgrade,"5' 10\"",155 lbs.,--,Orthodox,17.0,6.0,0.0,
Sandra,Lavado,Peruvian Zombie,"5' 7\"",115 lbs.,"66.0\"",Orthodox,10.0,3.0,0.0,
Chatt,Lavender,,"5' 8\"",170 lbs.,--,,9.0,7.0,0.0,
Muhammed,Lawal,King Mo,"6' 0\"",205 lbs.,"78.0\"",Southpaw,21.0,6.0,0.0,
Robbie,Lawler,Ruthless,"5' 11\"",170 lbs.,"74.0\"",Southpaw,30.0,16.0,0.0,
Tom,Lawlor,Filthy,"6' 0\"",205 lbs.,"74.0\"",Southpaw,10.0,6.0,0.0,
Justin,Lawrence,The American Kidd,"5' 8\"",145 lbs.,"67.0\"",Orthodox,10.0,4.0,0.0,
Lance,Lawrence,,"6' 1\"",145 lbs.,"74.0\"",Orthodox,4.0,1.0,0.0,
Ronnie,Lawrence,The Heat,"5' 8\"",135 lbs.,"68.0\"",Switch,8.0,2.0,0.0,
Eric,Lawson,,"6' 0\"",185 lbs.,--,Orthodox,9.0,5.0,0.0,
Jimmy,Lawson,Greedy,"6' 0\"",265 lbs.,"77.0\"",Orthodox,4.0,2.0,0.0,
Valmir,Lazaro,Bidu,"6' 0\"",155 lbs.,"73.0\"",Orthodox,15.0,5.0,0.0,
Zviad,Lazishvili,,"5' 6\"",135 lbs.,"69.0\"",Orthodox,13.0,1.0,0.0,
Mounir,Lazzez,The Sniper,"6' 1\"",170 lbs.,"76.0\"",Orthodox,11.0,3.0,0.0,
Cung,Le,,"5' 9\"",185 lbs.,"70.0\"",Southpaw,9.0,3.0,0.0,
Thanh,Le,,"5' 9\"",145 lbs.,"74.0\"",Orthodox,6.0,1.0,0.0,
Jordan,Leavitt,The Monkey King,"5' 9\"",155 lbs.,"71.0\"",Southpaw,11.0,2.0,0.0,
Jerome,LeBanner,,"6' 3\"",265 lbs.,--,Southpaw,3.0,2.0,0.0,
Chris,Leben,The Crippler,"5' 11\"",185 lbs.,"73.0\"",Southpaw,22.0,11.0,0.0,
Mickael,Lebout,Ragnar,"5' 11\"",155 lbs.,"73.0\"",Orthodox,16.0,7.0,1.0,
Stephen,Ledbetter,,"5' 9\"",145 lbs.,--,Orthodox,8.0,3.0,0.0,
Justin,Ledet,El Blanco,"6' 4\"",205 lbs.,"80.0\"",Orthodox,9.0,4.0,0.0,
James,Lee,,"5' 11\"",205 lbs.,--,Southpaw,15.0,3.0,0.0,
David,Lee,,"5' 10\"",155 lbs.,--,Orthodox,12.0,10.0,0.0,
Jackie,Lee,,--,--,--,,0.0,1.0,0.0,
Eun Soo,Lee,,"6' 1\"",215 lbs.,--,Orthodox,17.0,4.0,0.0,
Tae Hyun,Lee,,"6' 6\"",295 lbs.,--,Orthodox,1.0,2.0,0.0,
Tommy,Lee,,"5' 7\"",145 lbs.,--,Orthodox,25.0,6.0,0.0,
Matt,Lee,,"5' 11\"",155 lbs.,--,Orthodox,14.0,10.0,1.0,
Imani,Lee,,--,--,--,Orthodox,2.0,4.0,0.0,
Vaughan,Lee,,"5' 6\"",125 lbs.,"66.0\"",Orthodox,14.0,13.0,1.0,
Kevin,Lee,The Motown Phenom,"5' 9\"",170 lbs.,"77.0\"",Orthodox,18.0,8.0,0.0,
Rocky,Lee,,"5' 9\"",145 lbs.,--,Orthodox,3.0,2.0,0.0,
Andrea,Lee,KGB,"5' 6\"",125 lbs.,"69.0\"",Orthodox,13.0,7.0,0.0,
JeongYeong,Lee,Korean Tiger,"5' 10\"",145 lbs.,"73.0\"",Orthodox,10.0,1.0,0.0,
JungHyun,Lee,The Phenom,"5' 5\"",125 lbs.,"65.0\"",Orthodox,8.0,1.0,0.0,
ChangHo,Lee,,"5' 8\"",135 lbs.,"69.0\"",Orthodox,8.0,1.0,0.0,
Ricky,Legere Jr.,IE Bad Boy,"5' 8\"",170 lbs.,--,,14.0,4.0,0.0,
Sherron,Leggett,Rob Roy,"5' 8\"",155 lbs.,--,Southpaw,21.0,6.0,0.0,
Cheyden,Leialoha,Steadfast,"5' 8\"",135 lbs.,"73.0\"",Orthodox,6.0,0.0,0.0,
Claudia,Leite,,"5' 3\"",135 lbs.,"64.0\"",Orthodox,8.0,3.0,0.0,
Thales,Leites,,"6' 1\"",185 lbs.,"78.0\"",Orthodox,28.0,9.0,0.0,
Stefan,Leko,Blitz,"6' 2\"",215 lbs.,--,Orthodox,0.0,3.0,0.0,
