First,Last,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt
Sergio,Gomez,,"5' 6\"",155 lbs.,--,Orthodox,10.0,3.0,0.0,
Frank,Gomez,,"5' 10\"",135 lbs.,"67.0\"",Orthodox,10.0,6.0,0.0,
Alan,Gomez,,--,155 lbs.,--,,2.0,0.0,0.0,
David,Gomez,,--,155 lbs.,--,,1.0,2.0,0.0,
Ulysses,Gomez,Useless,"5' 6\"",125 lbs.,--,Orthodox,9.0,5.0,0.0,
Joey,Gomez,KO King,"5' 10\"",135 lbs.,"73.0\"",Orthodox,6.0,2.0,0.0,
Luis,Gomez,Tiger Junior,"5' 7\"",145 lbs.,"68.0\"",Orthodox,4.0,1.0,0.0,
Joey,Gomez,,"5' 10\"",155 lbs.,"71.0\"",Orthodox,7.0,1.0,0.0,
Edson,Gomez,,"5' 8\"",170 lbs.,"69.0\"",Switch,6.0,2.0,0.0,
Silvana,Gomez Juarez,La Malvada,"5' 3\"",115 lbs.,"65.0\"",Orthodox,11.0,5.0,0.0,
Takanori,Gomi,The Fireball Kid,"5' 7\"",155 lbs.,"70.0\"",Southpaw,35.0,14.0,0.0,
William,Gomis,Jaguar,"6' 0\"",145 lbs.,"73.0\"",Southpaw,12.0,2.0,0.0,
Akihiro,Gono,,"5' 7\"",170 lbs.,"68.0\"",Switch,35.0,21.0,8.0,
Gabriel,Gonzaga,Napao,"6' 2\"",242 lbs.,"76.0\"",Orthodox,17.0,11.0,0.0,
Justin,Gonzales,J-Train,"5' 9\"",145 lbs.,"72.0\"",Orthodox,6.0,0.0,0.0,
Fernando,Gonzalez,The Menifee Maniac,"5' 9\"",170 lbs.,"68.0\"",Southpaw,26.0,14.0,0.0,
Nick,Gonzalez,The Ghost,"5' 6\"",155 lbs.,--,Orthodox,17.0,12.0,0.0,
Fabian,Gonzalez,,"5' 10\"",135 lbs.,--,,2.0,1.0,0.0,
Lewis,Gonzalez,Lethal,"5' 10\"",170 lbs.,--,Orthodox,11.0,3.0,0.0,
Jason,Gonzalez,Nicoya,"6' 2\"",155 lbs.,"74.0\"",Southpaw,11.0,5.0,0.0,
Pearl,Gonzalez,,"5' 4\"",115 lbs.,--,Orthodox,6.0,3.0,0.0,
Jorge,Gonzalez,Street,"6' 2\"",205 lbs.,"76.0\"",Orthodox,16.0,4.0,0.0,
Mikey,Gonzalez,Rolls,"5' 11\"",155 lbs.,"74.0\"",Orthodox,7.0,2.0,0.0,
Erick,Gonzalez,The Ghost Pepper,"5' 11\"",155 lbs.,"75.0\"",Orthodox,14.0,8.0,0.0,
Jennifer,Gonzalez,Jefa,"5' 2\"",125 lbs.,--,,13.0,5.0,0.0,
Kier,Gooch,,--,155 lbs.,--,,2.0,7.0,0.0,
Lyman,Good,Cyborg,"6' 0\"",170 lbs.,"74.0\"",Orthodox,21.0,6.0,0.0,
Jared,Gooden,NiteTrain,"6' 0\"",170 lbs.,"77.0\"",Orthodox,22.0,9.0,0.0,
Gary,Goodridge,Big Daddy,"6' 3\"",249 lbs.,--,Orthodox,23.0,22.0,1.0,
Jordan,Goodwin,,--,155 lbs.,--,,0.0,0.0,0.0,
Gerard,Gordeau,,"6' 5\"",216 lbs.,--,Orthodox,2.0,2.0,0.0,
Eddie,Gordon,Truck,"6' 0\"",185 lbs.,"76.0\"",Orthodox,8.0,4.0,0.0,
Jared,Gordon,Flash,"5' 9\"",155 lbs.,"68.0\"",Orthodox,19.0,6.0,0.0,
Tebaris,Gordon,Boom,"6' 1\"",265 lbs.,--,Orthodox,3.0,1.0,0.0,
Malcolm,Gordon,X,"5' 7\"",125 lbs.,"71.0\"",Switch,14.0,7.0,0.0,
Tresean,Gore,Mr. Vicious,"6' 0\"",185 lbs.,"75.0\"",Switch,5.0,2.0,0.0,
Alex,Gorgees,Hitman,"6' 2\"",155 lbs.,"74.0\"",Switch,6.0,1.0,0.0,
Themba,Gorimbo,The Answer,"6' 1\"",170 lbs.,"77.0\"",Orthodox,11.0,4.0,0.0,
Tim,Gorman,The Psycho,"5' 5\"",135 lbs.,--,Southpaw,9.0,4.0,0.0,
Chase,Gormley,,"6' 3\"",265 lbs.,--,Orthodox,14.0,6.0,0.0,
Jonathan,Goulet,The Road Warrior,"6' 0\"",170 lbs.,"73.0\"",Orthodox,23.0,12.0,0.0,
Thibault,Gouti,GT,"5' 10\"",155 lbs.,"72.0\"",Orthodox,12.0,5.0,0.0,
Wilson,Gouveia,,"6' 1\"",185 lbs.,"76.0\"",Orthodox,14.0,8.0,0.0,
Todd,Gouwenberg,,"6' 1\"",205 lbs.,--,Orthodox,9.0,5.0,0.0,
Hugo,Govea,,--,--,--,,0.0,1.0,0.0,
Justin,Governale,The Therapist,--,145 lbs.,--,,5.0,5.0,0.0,
Damian,Grabowski,The Polish Pitbull,"6' 1\"",241 lbs.,"75.0\"",Orthodox,20.0,5.0,0.0,
Royce,Gracie,,"6' 1\"",175 lbs.,--,Southpaw,15.0,2.0,3.0,
Crosley,Gracie,,"5' 9\"",190 lbs.,--,Orthodox,2.0,2.0,0.0,
Daniel,Gracie,,"6' 2\"",225 lbs.,--,Orthodox,5.0,4.0,1.0,
Ralph,Gracie,,"5' 9\"",183 lbs.,--,Orthodox,6.0,1.0,0.0,
Renzo,Gracie,,"5' 10\"",185 lbs.,--,Orthodox,13.0,7.0,1.0,
Rickson,Gracie,,"5' 10\"",185 lbs.,--,Switch,11.0,0.0,0.0,
Rodrigo,Gracie,,"6' 0\"",183 lbs.,--,Orthodox,6.0,2.0,1.0,
Royler,Gracie,,"5' 8\"",150 lbs.,--,Southpaw,5.0,5.0,1.0,
Ryan,Gracie,,"5' 9\"",200 lbs.,--,Orthodox,5.0,2.0,0.0,
Ralek,Gracie,,"6' 2\"",210 lbs.,--,Orthodox,3.0,1.0,0.0,
Rolles,Gracie,,"6' 4\"",242 lbs.,--,Orthodox,8.0,4.0,0.0,
Cesar,Gracie,,"5' 10\"",181 lbs.,--,Orthodox,0.0,1.0,0.0,
Roger,Gracie,,"6' 4\"",185 lbs.,"79.0\"",Orthodox,8.0,2.0,0.0,
Igor,Gracie,,"5' 11\"",170 lbs.,--,,5.0,4.0,0.0,
Neiman,Gracie,,"6' 0\"",170 lbs.,--,,6.0,0.0,0.0,
Kron,Gracie,,"5' 9\"",145 lbs.,"70.0\"",Southpaw,5.0,2.0,0.0,
Bogdan,Grad,,--,155 lbs.,--,,11.0,1.0,0.0,
Steven,Graham,,"6' 1\"",290 lbs.,--,Orthodox,2.0,1.0,0.0,
Scott,Graham,,"6' 4\"",185 lbs.,--,Orthodox,3.0,1.0,0.0,
Miranda,Granger,Danger,"5' 7\"",115 lbs.,"68.0\"",Orthodox,7.0,3.0,0.0,
TJ,Grant,,"5' 10\"",155 lbs.,"72.0\"",Orthodox,21.0,5.0,0.0,
Davey,Grant,Dangerous,"5' 8\"",135 lbs.,"69.0\"",Orthodox,15.0,7.0,0.0,
Dwight,Grant,The Body Snatcher,"6' 1\"",185 lbs.,"76.0\"",Switch,11.0,6.0,0.0,
Alexa,Grasso,,"5' 5\"",125 lbs.,"66.0\"",Orthodox,16.0,3.0,0.0,
Tony,Gravely,,"5' 5\"",135 lbs.,"69.0\"",Orthodox,23.0,9.0,0.0,
Michael,Graves,,"5' 10\"",170 lbs.,"71.0\"",Orthodox,6.0,0.0,1.0,
Shelton,Graves,The Gravedigger,"6' 2\"",255 lbs.,"76.0\"",Southpaw,7.0,3.0,0.0,
James,Gray,The Phenom,"5' 9\"",135 lbs.,--,Orthodox,4.0,1.0,0.0,
Kevin,Gray,Pocket Herc,"5' 4\"",125 lbs.,"67.0\"",Orthodox,9.0,4.0,0.0,
Sam,Greco,,"6' 2\"",205 lbs.,--,Orthodox,3.0,1.0,1.0,
Bobby,Green,King,"5' 10\"",155 lbs.,"71.0\"",Orthodox,29.0,14.0,1.0,
Desmond,Green,The Predator,"5' 10\"",155 lbs.,"73.0\"",Southpaw,23.0,8.0,0.0,
Gabe,Green,Gifted,"5' 10\"",170 lbs.,"73.0\"",Switch,11.0,5.0,0.0,
Maurice,Greene,The Crochet Boss,"6' 7\"",258 lbs.,"80.0\"",Orthodox,9.0,7.0,0.0,
Matt,Grice,The Real One,"5' 8\"",145 lbs.,"70.0\"",Orthodox,15.0,5.0,0.0,
Forrest,Griffin,,"6' 3\"",205 lbs.,"77.0\"",Orthodox,19.0,7.0,0.0,
Tyson,Griffin,,"5' 6\"",145 lbs.,"68.0\"",Orthodox,16.0,8.0,0.0,
Max,Griffin,Pain,"5' 11\"",170 lbs.,"76.0\"",Orthodox,19.0,10.0,0.0,
Jordan,Griffin,Native Psycho,"5' 10\"",145 lbs.,"73.0\"",Southpaw,18.0,9.0,0.0,
Chad,Griggs,The Grave Digger,"6' 1\"",205 lbs.,"73.0\"",Orthodox,11.0,3.0,0.0,
Charalampos,Grigoriou,The Ferocious,--,135 lbs.,--,,7.0,3.0,0.0,
Chuck,Grigsby,The Reverend,"6' 6\"",205 lbs.,--,Orthodox,23.0,10.0,0.0,
Rodrigo,Gripp de Sousa,Riscado,"5' 11\"",205 lbs.,--,Orthodox,7.0,9.0,0.0,
Maxim,Grishin,Maximus,"6' 3\"",205 lbs.,"78.0\"",Orthodox,32.0,10.0,2.0,
Josh,Grispi,The Fluke,"5' 11\"",145 lbs.,"74.0\"",Orthodox,14.0,5.0,0.0,
Garrett,Gross,,"5' 9\"",155 lbs.,--,Orthodox,11.0,7.0,0.0,
Kendall,Grove,Da Spyder,"6' 6\"",185 lbs.,"79.0\"",Orthodox,23.0,17.0,0.0,
Neil,Grove,Goliath,"6' 6\"",265 lbs.,--,Orthodox,12.0,8.0,1.0,
Chris,Gruetzemacher,Gritz,"5' 8\"",155 lbs.,"68.0\"",Orthodox,15.0,5.0,0.0,
Vik,Grujic,The Spartan,"5' 11\"",170 lbs.,"73.0\"",Orthodox,6.0,6.0,0.0,
Mike,Grundy,,"5' 7\"",145 lbs.,"72.0\"",Orthodox,12.0,4.0,0.0,
Wang,Guan,The Dongbei Tiger,"5' 9\"",145 lbs.,"71.0\"",Orthodox,20.0,1.0,1.0,
Nandor,Guelmino,The Hun,"6' 3\"",230 lbs.,--,,11.0,5.0,1.0,
Fabricio,Guerreiro,,"5' 10\"",145 lbs.,--,,21.0,5.0,0.0,
Raine,Guerrero,,--,115 lbs.,--,,5.0,1.0,0.0,
Shannon,Gugerty,,"5' 10\"",155 lbs.,"71.0\"",Orthodox,15.0,7.0,0.0,
Clay,Guida,The Carpenter,"5' 7\"",155 lbs.,"70.0\"",Orthodox,38.0,20.0,0.0,
Jason,Guida,,"5' 10\"",214 lbs.,--,,19.0,28.0,0.0,
Melvin,Guillard,The Young Assassin,"5' 9\"",155 lbs.,"71.0\"",Orthodox,32.0,18.0,2.0,
Chris,Guillen,,"6' 0\"",240 lbs.,--,Orthodox,13.0,16.0,0.0,
Marcelo,Guimaraes,Magrao,"6' 0\"",185 lbs.,"73.0\"",Orthodox,9.0,2.0,1.0,
Leonardo,Guimaraes,Leleco,"6' 0\"",185 lbs.,--,Orthodox,11.0,5.0,0.0,
Brad,Gumm,,"5' 11\"",170 lbs.,--,Orthodox,10.0,6.0,1.0,
John,Gunderson,Quick Guns,"5' 9\"",155 lbs.,"69.0\"",Orthodox,35.0,16.0,2.0,
John,Gunther,The Machine,"5' 9\"",155 lbs.,"72.0\"",Orthodox,5.0,1.0,0.0,
Jorge,Gurgel,,"5' 7\"",155 lbs.,"69.0\"",Orthodox,14.0,10.0,0.0,
Fabio,Gurgel,,"6' 0\"",205 lbs.,--,Orthodox,3.0,2.0,0.0,
Bogdan,Guskov,,--,205 lbs.,--,,14.0,2.0,0.0,
Gugun,Gusman,The Tiger,"5' 7\"",135 lbs.,"68.0\"",Orthodox,8.0,4.0,0.0,
Andre,Gusmao,,"6' 0\"",205 lbs.,--,Orthodox,6.0,3.0,0.0,
Alexander,Gustafsson,The Mauler,"6' 5\"",205 lbs.,"79.0\"",Orthodox,18.0,8.0,0.0,
Justin,Guthrie,,"6' 1\"",170 lbs.,--,,18.0,9.0,0.0,
Horacio,Gutierrez,The Punisher,"5' 10\"",145 lbs.,--,,4.0,3.0,0.0,
Chris,Gutierrez,El Guapo,"5' 9\"",135 lbs.,"67.0\"",Orthodox,19.0,4.0,2.0,
Mando,Gutierrez,El Toro,"5' 6\"",135 lbs.,"70.0\"",Southpaw,7.0,2.0,0.0,
Mike,Guymon,The Joker,"6' 0\"",170 lbs.,"74.0\"",Orthodox,15.0,6.0,1.0,
Chelsea,Hackett,Hammer,"5' 4\"",125 lbs.,"66.0\"",Switch,3.0,1.0,1.0,
Keith,Hackney,The Giant Killer,"5' 11\"",200 lbs.,--,Sideways,2.0,2.0,0.0,
Jake,Hadley,White Kong,"5' 7\"",125 lbs.,"70.0\"",Southpaw,10.0,1.0,0.0,
Steve,Hadsel,,"5' 8\"",170 lbs.,--,,3.0,0.0,0.0,
Damir,Hadzovic,The Bosnian Bomber,"5' 9\"",155 lbs.,"70.0\"",Orthodox,14.0,7.0,0.0,
Bassil,Hafez,The Habibi,"5' 11\"",170 lbs.,"72.0\"",Orthodox,8.0,4.0,1.0,
Tim,Hague,The Trashing Machine,"6' 4\"",260 lbs.,"76.0\"",Orthodox,21.0,13.0,0.0,
Yazan,Hajeh,Yazzle Dazzle,"5' 9\"",145 lbs.,--,Orthodox,6.0,1.0,0.0,
Stoney,Hale,The Skuller,"6' 0\"",--,--,,5.0,3.0,0.0,
Kevin,Haley,The North Woods Nightmare,"6' 2\"",205 lbs.,--,,6.0,4.0,0.0,
Mark,Hall,,"6' 0\"",190 lbs.,--,Orthodox,5.0,6.0,0.0,
Uriah,Hall,Prime Time,"6' 0\"",185 lbs.,"79.0\"",Orthodox,18.0,11.0,0.0,
Ryan,Hall,The Wizard,"5' 10\"",145 lbs.,"70.0\"",Southpaw,9.0,2.0,0.0,
Dennis,Hallman,Superman,"5' 9\"",155 lbs.,"72.0\"",Orthodox,53.0,20.0,2.0,
Piotr,Hallmann,Pletwal,"5' 9\"",155 lbs.,"71.0\"",Orthodox,18.0,6.0,0.0,
Tony,Halme,,"6' 3\"",300 lbs.,--,Orthodox,0.0,4.0,0.0,
Brandon,Halsey,Bull,"6' 0\"",185 lbs.,--,,9.0,3.0,0.0,
John,Halverson,The Hurricane,"5' 9\"",155 lbs.,--,Southpaw,16.0,8.0,0.0,
Seo Hee,Ham,,"5' 2\"",115 lbs.,"62.0\"",Southpaw,17.0,8.0,0.0,
Frank,Hamaker,,--,--,--,,1.0,0.0,0.0,
Kazuhiro,Hamanaka,,"6' 0\"",185 lbs.,--,Southpaw,5.0,7.0,1.0,
Rami,Hamed,,--,170 lbs.,--,,12.0,3.0,0.0,
Matt,Hamill,The Hammer,"6' 1\"",205 lbs.,"76.0\"",Orthodox,12.0,8.0,0.0,
Jeremy,Hamilton,Hawk,--,185 lbs.,--,,9.0,2.0,0.0,
Anthony,Hamilton,Freight Train,"6' 5\"",260 lbs.,"76.0\"",Orthodox,15.0,9.0,0.0,
CJ,Hamilton,The Autobot,"5' 7\"",125 lbs.,"68.0\"",Switch,11.0,4.0,0.0,
Jared,Hamman,The Messenger,"6' 3\"",185 lbs.,"75.0\"",Orthodox,14.0,6.0,0.0,
James,Hammortree,The Sledge,"6' 3\"",185 lbs.,--,Orthodox,6.0,3.0,0.0,
Dean,Hancock,The Hammer,--,155 lbs.,--,,2.0,1.0,0.0,
Chad,Hanekom,Superman,--,185 lbs.,--,,9.0,2.0,0.0,
Joachim,Hansen,Hellboy,"5' 7\"",150 lbs.,--,Southpaw,23.0,14.0,1.0,
Kay,Hansen,,"5' 2\"",115 lbs.,"63.0\"",Orthodox,7.0,6.0,0.0,
Nasrat,Haqparast,,"5' 10\"",155 lbs.,"72.0\"",Southpaw,14.0,5.0,0.0,
Shin,Haraguchi,,"5' 6\"",155 lbs.,"68.0\"",Switch,6.0,0.0,0.0,
Janay,Harding,Hollowpoint,--,135 lbs.,--,,2.0,3.0,0.0,
Antoni,Hardonk,,"6' 4\"",245 lbs.,"78.0\"",Orthodox,8.0,6.0,0.0,
George,Hardwick,,--,155 lbs.,--,,12.0,1.0,0.0,
Dan,Hardy,The Outlaw,"6' 0\"",170 lbs.,"74.0\"",Orthodox,25.0,10.0,0.0,
Veronica,Hardy,,"5' 4\"",125 lbs.,"64.0\"",Southpaw,7.0,4.0,1.0,
Greg,Hardy,Prince of War,"6' 5\"",265 lbs.,"80.0\"",Orthodox,7.0,5.0,0.0,
Tobias,Harila,Bad Intention,--,--,--,,12.0,3.0,0.0,
Baru,Harn,Seiryu,--,265 lbs.,--,,1.0,2.0,0.0,
Scott,Harper,,"6' 0\"",185 lbs.,--,Orthodox,12.0,7.0,0.0,
Josiah,Harrell,Muscle Hamster,"5' 7\"",170 lbs.,"68.0\"",Southpaw,7.0,0.0,0.0,
Gerry,Harris,,"6' 8\"",270 lbs.,--,Orthodox,1.0,4.0,0.0,
Gerald,Harris,,"5' 11\"",185 lbs.,"77.0\"",Southpaw,23.0,5.0,0.0,
Phil,Harris,Billy,"5' 4\"",125 lbs.,"65.0\"",Orthodox,22.0,12.0,0.0,
Walt,Harris,The Big Ticket,"6' 5\"",250 lbs.,"77.0\"",Southpaw,13.0,10.0,0.0,
Dhafir,Harris,Dada 5000,--,257 lbs.,--,,2.0,0.0,0.0,
Trevor,Harris,,"5' 6\"",145 lbs.,--,,2.0,2.0,0.0,
Carlston,Harris,Mocambique,"6' 0\"",170 lbs.,"76.0\"",Orthodox,18.0,5.0,0.0,
Collin,Hart,,"6' 1\"",185 lbs.,--,Orthodox,6.0,3.0,1.0,
Dale,Hartt,,"5' 10\"",155 lbs.,"69.0\"",Orthodox,6.0,3.0,0.0,
Luke,Hartwig,,--,--,--,,0.0,1.0,0.0,
Clay,Harvison,Bushwacker,"6' 1\"",170 lbs.,"74.0\"",Orthodox,13.0,6.0,0.0,
Hidehiko,Hasegawa,,"5' 9\"",170 lbs.,--,,19.0,20.0,6.0,
Chris,Haseman,The Hammer,"5' 11\"",205 lbs.,--,Orthodox,20.0,17.0,0.0,
Takayo,Hashi,,"5' 4\"",135 lbs.,--,Orthodox,15.0,6.0,1.0,
Tomohiko,Hashimoto,,"6' 0\"",250 lbs.,--,Orthodox,1.0,4.0,0.0,
Justin,Haskins,,"5' 10\"",170 lbs.,--,Orthodox,7.0,6.0,0.0,
Hayder,Hassan,Hulk,"5' 10\"",170 lbs.,--,,6.0,3.0,0.0,
Ahmad,Hassanzada,Lion of the Ring,"6' 1\"",155 lbs.,"75.0\"",Orthodox,10.0,2.0,0.0,
Daiki,Hata,DJ Taiki,"5' 6\"",139 lbs.,--,Orthodox,17.0,11.0,7.0,
John,Hathaway,The Hitman,"6' 1\"",170 lbs.,"75.0\"",Orthodox,17.0,2.0,0.0,
Phil,Hawes,No Hype,"6' 0\"",185 lbs.,"77.0\"",Orthodox,12.0,5.0,0.0,
Justin,Hawes,The Hawk,"5' 11\"",205 lbs.,--,,6.0,9.0,0.0,
Chris,Hawk,,"6' 1\"",205 lbs.,--,,5.0,10.0,0.0,
Del,Hawkins,The Filipino Delight,"5' 5\"",135 lbs.,--,Orthodox,22.0,17.0,0.0,
Tommy,Hayden,Wild Card,"5' 9\"",145 lbs.,--,Southpaw,11.0,3.0,0.0,
Mike,Hayes,,"6' 4\"",230 lbs.,--,Orthodox,20.0,12.0,2.0,
Ryan,Hayes,,--,--,--,,7.0,6.0,0.0,
Gerric,Hayes,,"5' 10\"",--,--,,8.0,11.0,0.0,
Josh,Haynes,Bring the Pain,"5' 9\"",170 lbs.,--,Orthodox,14.0,11.0,0.0,
Dustin,Hazelett,McLovin,"6' 1\"",170 lbs.,"76.0\"",Orthodox,12.0,7.0,0.0,
James,Head,,"6' 1\"",170 lbs.,"73.0\"",Orthodox,9.0,4.0,0.0,
Pat,Healy,Bam Bam,"6' 0\"",155 lbs.,"72.0\"",Orthodox,34.0,23.0,0.0,
Ryan,Healy,The Irish Assassin,"6' 1\"",155 lbs.,--,Orthodox,25.0,14.0,1.0,
Spencer,Hearns,,"5' 11\"",185 lbs.,--,,1.0,0.0,0.0,
David,Heath,,"5' 11\"",205 lbs.,"72.0\"",Orthodox,18.0,7.0,0.0,
Chris,Heatherly,Stump,"5' 9\"",155 lbs.,--,Orthodox,9.0,4.0,0.0,
Jake,Hecht,Hitman,"6' 0\"",170 lbs.,"73.0\"",Orthodox,11.0,4.0,0.0,
Nick,Hein,Sergeant,"5' 6\"",155 lbs.,"66.0\"",Southpaw,14.0,5.0,0.0,
Ian,Heinisch,The Hurricane,"5' 11\"",185 lbs.,"72.0\"",Orthodox,14.0,5.0,0.0,
Marcin,Held,,"5' 9\"",155 lbs.,"71.0\"",Orthodox,23.0,7.0,0.0,
Delson,Heleno,Pe De Chumbo,"5' 11\"",185 lbs.,--,Orthodox,29.0,10.0,0.0,
Matt,Helm,,--,155 lbs.,--,,1.0,1.0,0.0,
Elisha,Helsper,Knuckles,"5' 6\"",135 lbs.,--,Orthodox,0.0,4.0,0.0,
Dan,Henderson,Hendo,"5' 11\"",185 lbs.,"74.0\"",Orthodox,32.0,15.0,0.0,
Benson,Henderson,Smooth,"5' 9\"",170 lbs.,"70.0\"",Southpaw,24.0,7.0,0.0,
Ron,Henderson,,"5' 10\"",125 lbs.,--,,4.0,3.0,0.0,
Josh,Hendricks,,"6' 2\"",235 lbs.,--,Southpaw,19.0,11.0,0.0,
Johny,Hendricks,Bigg Rigg,"5' 9\"",185 lbs.,"69.0\"",Southpaw,18.0,8.0,0.0,
Cory,Hendricks,,"6' 3\"",205 lbs.,--,,3.0,1.0,0.0,
Luis,Henrique,KLB,"6' 2\"",243 lbs.,"74.0\"",Orthodox,10.0,5.0,0.0,
Jose,Henrique,Canela,"6' 3\"",170 lbs.,"79.0\"",Orthodox,5.0,1.0,0.0,
Diego,Henrique da Silva,Gaucho,"6' 2\"",185 lbs.,--,Orthodox,8.0,4.0,0.0,
Danny,Henry,The Hatchet,"6' 0\"",145 lbs.,"73.0\"",Orthodox,12.0,4.0,0.0,
Victor,Henry,La Mangosta,"5' 7\"",135 lbs.,"68.0\"",Switch,23.0,6.0,0.0,
TJ,Hepburn,The Carnivore,"5' 7\"",155 lbs.,--,,4.0,2.0,0.0,
Jai,Herbert,Black Country Banger,"6' 1\"",155 lbs.,"77.0\"",Orthodox,12.0,5.0,1.0,
Ed,Herman,Short Fuse,"6' 1\"",205 lbs.,"77.0\"",Orthodox,27.0,16.0,0.0,
Dave,Herman,,"6' 4\"",242 lbs.,"77.0\"",Orthodox,22.0,6.0,0.0,
Jack,Hermansson,The Joker,"6' 1\"",185 lbs.,"77.0\"",Orthodox,23.0,8.0,0.0,
Noe,Hernandez,,--,--,--,Orthodox,5.0,5.0,0.0,
Joe,Hernandez,,--,--,--,,0.0,1.0,0.0,
Ramiro,Hernandez,Junior,"5' 9\"",135 lbs.,--,Orthodox,19.0,9.0,0.0,
Alexander,Hernandez,The Great Ape,"5' 9\"",155 lbs.,"72.0\"",Orthodox,14.0,6.0,0.0,
Anthony,Hernandez,Fluffy,"6' 0\"",185 lbs.,"75.0\"",Orthodox,11.0,2.0,0.0,
